EXTRACT_URL_NAME	EXTRACT_SITE_NAME	EXTRACT_SITE_URL	EXTRACT_BASE_NAME	DATE_TIME	DATE_TIME_IS_EXTRACT_COMPLETED_FLG	TITLE_NAME	TITLE_NAME_IS_EXTRACT_COMPLETED_FLG
https://www.asahi.com//articles/ASN9373V6N93UBQU00B.html?iref=comtop_list_api_f02	朝日新聞	https://www.asahi.com/	com-asahi-www	2020年9月18日 7時00分	1	家の不用品、売ったらいくら?　宝探しで片付け進む	1
