EXTRACT_URL_NAME	EXTRACT_SITE_NAME	EXTRACT_SITE_URL	EXTRACT_BASE_NAME	DATE_TIME	DATE_TIME_IS_EXTRACT_COMPLETED_FLG	DINNER_PRICE	DINNER_PRICE_IS_EXTRACT_COMPLETED_FLG	GENRE_NAME	GENRE_NAME_IS_EXTRACT_COMPLETED_FLG	LUNCH_PRICE	LUNCH_PRICE_IS_EXTRACT_COMPLETED_FLG	SHOP_NAME	SHOP_NAME_IS_EXTRACT_COMPLETED_FLG	STAR	STAR_IS_EXTRACT_COMPLETED_FLG	VIA_TRAFIC	VIA_TRAFIC_IS_EXTRACT_COMPLETED_FLG
https://tabelog.com/kanagawa/A1405/A140505/14071919	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	営業時間\n[ランチ]\n11:30~15:00\n(L.O.14:30)\n[ディナー]\n17:00~24:00\n(L.O.23:30)\n日曜営業\n定休日\n年中無休\n新型コロナウイルス感染拡大により、営業時間・定休日が記載と異なる場合がございます。ご来店時は事前に店舗にご確認ください。	1	￥5,000～￥5,999	1	焼肉、ホルモン、韓国料理	1	￥1,000～￥1,999	1	USHIHACHI 溝の口店 （ウシハチ/牛8）	1	3.10	1	東急田園都市線 溝の口駅 徒歩 2分\n溝の口駅から174m	1
https://tabelog.com/kanagawa/A1408/A140802/14078291	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	営業時間\n＜火～日、祝日、祝前日＞\n11:30～21:00（料理L.O. 20:00 ドリンクL.O. 20:00）\n日曜営業\n定休日\n月曜日\n新型コロナウイルス感染拡大により、営業時間・定休日が記載と異なる場合がございます。ご来店時は事前に店舗にご確認ください。	1	￥3,000～￥3,999	1	焼肉、ホルモン、居酒屋	1	￥1,000～￥1,999	1	真牛網焼き工房	1	-	1	小田急小田原線本厚木駅北口より徒歩約4分\n本厚木駅から186m	1
