新型コロナウイルス感染拡大により、営業時間・定休日が記載と異なる場合がございます。ご来店時は事前に店舗にご確認ください。	1	￥6,000～￥7,999	1	焼肉、定食・食堂、弁当	1	￥1,000～￥1,999	1	A4山形牛&焼肉食べ放題 くろべこ 武蔵小杉店	1	3.47	1	≪東急東横線　武蔵小杉駅南口徒歩１分≫
⇒南口改札を出て直進します。
⇒通りを出ると左手に吉野家が見えるので、そちらに向かう
⇒亀谷万年堂を右に曲がる。
⇒フィットケアデポの向かいの地下１階が当店になります。
（２階は【こすぎ畑】さん）
武蔵小杉駅から187m	1
https://tabelog.com/kanagawa/A1405/A140504/14006342	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0
https://tabelog.com/kanagawa/A1405/A140504/14056241	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	3.38	1	ないよーん	0
https://tabelog.com/kanagawa/A1405/A140505/14013671	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	3.01	1	ないよーん	0
https://tabelog.com/kanagawa/A1405/A140505/14071919	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	営業時間
[ランチ]
11:30~15:00
(L.O.14:30)
[ディナー]
17:00~24:00
(L.O.23:30)
日曜営業
定休日
年中無休
新型コロナウイルス感染拡大により、営業時間・定休日が記載と異なる場合がございます。ご来店時は事前に店舗にご確認ください。	1	￥5,000～￥5,999	1	焼肉、ホルモン、韓国料理	1	￥1,000～￥1,999	1	USHIHACHI 溝の口店 （ウシハチ/牛8）	1	3.10	1	東急田園都市線 溝の口駅 徒歩 2分
溝の口駅から174m	1
https://tabelog.com/kanagawa/A1408/A140802/14078291	食べログ 神奈川 焼き肉	https://tabelog.com/kanagawa/rstLst/yakiniku/	com-tabelog	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	ないよーん	0	-	1	ないよーん	0
